,"Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen BTLA+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD25+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD27+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD28+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD38+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD69+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD103+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD127+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD137+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD161+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen CD223+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen GranzymeB+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen HLADR+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen ICOS+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen KI67+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen OX40+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen PD1+ | Freq. of Parent (%)","Time/Cells/Single Cells/Live/CD45+/CD19-, CD3+ (T cells Total) ***/TCRgd-/NOT CD161+, MR1+/CD4-, CD8+ (Conventional CD8 T cells Total)/CD45RA- , CCR7+ (CM) ***/Phen TIM3+ | Freq. of Parent (%)",
2022-10-27_Tasso ID 13 Vein PBMC Frozen.fcs,65.1,2.55,98.9,92.5,16.6,0.51,20.8,78.6,1.27,4.84,0,2.68,6.88,12.4,0.51,0,9.81,16.9,
2022-10-27_Tasso ID 14 Vein PBMC Frozen.fcs,62.3,1.26,94.5,89.4,11.8,1.01,7.79,71.6,2.01,2.01,0.50,8.79,20.1,18.1,3.52,0,6.03,16.6,
2022-10-27_Tasso ID 15 Vein PBMC Frozen.fcs,58.5,6.31,94.0,96.6,8.19,0.34,6.14,75.3,2.22,1.71,0,2.73,12.3,28.8,0.85,0,5.63,15.2,
2022-10-27_Tasso ID 10 Vein PBMC Frozen Pre.fcs,46.4,0.77,99.1,42.7,4.74,0.16,6.73,67.1,0.16,1.15,0.020,0.36,1.45,4.09,0.040,0,3.33,22.6,
2022-10-27_Tasso ID 6 Vein Ack Lysed WB Frozen.fcs,17.1,0,70.7,56.1,14.6,0,0,36.6,2.44,9.76,2.44,2.44,7.32,7.32,0,0,0,9.76,
2022-10-27_Tasso ID 8 Vein Ack Lysed WB Frozen.fcs,42.2,0.45,73.5,70.4,4.93,0,9.42,57.0,0.45,0,0,5.38,7.62,8.07,0,0,2.69,13.0,
2022-10-27_Tasso ID 9 Vein Ack Lysed WB Frozen.fcs,58.3,0,91.7,83.3,37.5,0,20.8,54.2,0,0,0,0,16.7,33.3,0,0,0,20.8,
2022-10-27_Tasso ID 10 Vein Ack Lysed WB Frozen.fcs,1.49,0,52.2,44.8,7.46,0,7.46,40.3,1.49,17.9,0,8.96,4.48,7.46,2.99,0,7.46,14.9,
2022-10-27_Tasso ID 11 Vein Ack Lysed WB Frozen.fcs,22.5,0,97.5,57.5,0,0,2.50,17.5,0,0,0,2.50,2.50,0,0,0,5.00,25.0,
2022-10-27_Tasso ID 13 Vein Ack Lysed WB Frozen.fcs,26.6,0,87.5,70.3,12.5,1.56,10.9,54.7,1.56,6.25,0,9.38,4.69,4.69,0,0,3.12,17.2,
2022-10-27_Tasso ID 14 Vein Ack Lysed WB Frozen.fcs,12.8,0.86,75.1,54.3,6.45,0.86,2.15,40.3,0.43,1.15,0.14,7.59,3.44,5.44,1.00,0,1.00,14.0,
2022-10-27_Tasso ID 15 Vein Ack Lysed WB Frozen.fcs,15.4,0,23.1,76.9,0,7.69,0,46.2,0,23.1,0,23.1,15.4,15.4,0,0,15.4,23.1,
